"","id","tr","Trademarks","Trademarks_0to10","Trademarks_10to100","Trademarks_100+","Trademarks_NA"
"1104",1104,"NA","NA",0,0,0,1
"1105",1105,"3","0to10",1,0,0,0
"1106",1106,"15","10to100",0,1,0,0
"1107",1107,"NA","NA",0,0,0,1
"1108",1108,"NA","NA",0,0,0,1
"1109",1109,"NA","NA",0,0,0,1
"1110",1110,"13","10to100",0,1,0,0
"1111",1111,"4","0to10",1,0,0,0
"1112",1112,"2","0to10",1,0,0,0
"1113",1113,"NA","NA",0,0,0,1
"1114",1114,"3","0to10",1,0,0,0
"1115",1115,"NA","NA",0,0,0,1
"1116",1116,"NA","NA",0,0,0,1
"1117",1117,"NA","NA",0,0,0,1
"1118",1118,"NA","NA",0,0,0,1
"1119",1119,"NA","NA",0,0,0,1
"1120",1120,"8","0to10",1,0,0,0
"1121",1121,"1","0to10",1,0,0,0
"1122",1122,"NA","NA",0,0,0,1
"1123",1123,"NA","NA",0,0,0,1
"1124",1124,"12","10to100",0,1,0,0
"1125",1125,"NA","NA",0,0,0,1
"1126",1126,"8","0to10",1,0,0,0
"1127",1127,"NA","NA",0,0,0,1
"1128",1128,"0","0to10",1,0,0,0
"1129",1129,"NA","NA",0,0,0,1
"1130",1130,"3","0to10",1,0,0,0
"1131",1131,"NA","NA",0,0,0,1
"1132",1132,"5","0to10",1,0,0,0
"1133",1133,"0","0to10",1,0,0,0
"1134",1134,"NA","NA",0,0,0,1
"1135",1135,"NA","NA",0,0,0,1
"1136",1136,"6","0to10",1,0,0,0
"1137",1137,"0","0to10",1,0,0,0
"1138",1138,"8","0to10",1,0,0,0
"1139",1139,"NA","NA",0,0,0,1
"1140",1140,"1","0to10",1,0,0,0
"1141",1141,"2","0to10",1,0,0,0
"1142",1142,"4","0to10",1,0,0,0
"1143",1143,"NA","NA",0,0,0,1
"1144",1144,"2","0to10",1,0,0,0
"1145",1145,"NA","NA",0,0,0,1
"1146",1146,"0","0to10",1,0,0,0
"1147",1147,"NA","NA",0,0,0,1
"1148",1148,"NA","NA",0,0,0,1
"1149",1149,"2","0to10",1,0,0,0
"1150",1150,"NA","NA",0,0,0,1
"1151",1151,"NA","NA",0,0,0,1
"1152",1152,"1","0to10",1,0,0,0
"1153",1153,"0","0to10",1,0,0,0
"1154",1154,"1","0to10",1,0,0,0
"1155",1155,"1","0to10",1,0,0,0
"1156",1156,"NA","NA",0,0,0,1
"1157",1157,"1","0to10",1,0,0,0
"1158",1158,"NA","NA",0,0,0,1
"1159",1159,"2","0to10",1,0,0,0
"1160",1160,"1","0to10",1,0,0,0
"1161",1161,"NA","NA",0,0,0,1
"1162",1162,"NA","NA",0,0,0,1
"1163",1163,"2","0to10",1,0,0,0
"1164",1164,"0","0to10",1,0,0,0
"1165",1165,"39","10to100",0,1,0,0
"1166",1166,"NA","NA",0,0,0,1
"1167",1167,"4","0to10",1,0,0,0
"1168",1168,"NA","NA",0,0,0,1
"1169",1169,"NA","NA",0,0,0,1
"1170",1170,"6","0to10",1,0,0,0
"1171",1171,"NA","NA",0,0,0,1
"1172",1172,"4","0to10",1,0,0,0
"1173",1173,"3","0to10",1,0,0,0
"1174",1174,"4","0to10",1,0,0,0
"1175",1175,"1","0to10",1,0,0,0
"1176",1176,"NA","NA",0,0,0,1
"1177",1177,"NA","NA",0,0,0,1
"1178",1178,"0","0to10",1,0,0,0
"1179",1179,"2","0to10",1,0,0,0
"1180",1180,"NA","NA",0,0,0,1
"1181",1181,"1","0to10",1,0,0,0
"1182",1182,"NA","NA",0,0,0,1
"1183",1183,"1","0to10",1,0,0,0
"1184",1184,"17","10to100",0,1,0,0
"1185",1185,"19","10to100",0,1,0,0
"1186",1186,"1","0to10",1,0,0,0
"1187",1187,"2","0to10",1,0,0,0
"1188",1188,"NA","NA",0,0,0,1
"1189",1189,"8","0to10",1,0,0,0
"1190",1190,"NA","NA",0,0,0,1
"1191",1191,"0","0to10",1,0,0,0
"1192",1192,"NA","NA",0,0,0,1
"1193",1193,"NA","NA",0,0,0,1
"1194",1194,"2","0to10",1,0,0,0
"1195",1195,"8","0to10",1,0,0,0
"1196",1196,"3","0to10",1,0,0,0
"1197",1197,"3","0to10",1,0,0,0
"1198",1198,"2","0to10",1,0,0,0
"1199",1199,"4","0to10",1,0,0,0
"1200",1200,"NA","NA",0,0,0,1
"1201",1201,"NA","NA",0,0,0,1
"1202",1202,"NA","NA",0,0,0,1
"1203",1203,"NA","NA",0,0,0,1
"1204",1204,"37","10to100",0,1,0,0
"1205",1205,"3","0to10",1,0,0,0
"1206",1206,"NA","NA",0,0,0,1
"1207",1207,"NA","NA",0,0,0,1
"1208",1208,"0","0to10",1,0,0,0
"1209",1209,"2","0to10",1,0,0,0
"1210",1210,"22","10to100",0,1,0,0
"1211",1211,"NA","NA",0,0,0,1
"1212",1212,"NA","NA",0,0,0,1
"1213",1213,"2","0to10",1,0,0,0
"1214",1214,"NA","NA",0,0,0,1
"1215",1215,"4","0to10",1,0,0,0
"1216",1216,"NA","NA",0,0,0,1
"1217",1217,"NA","NA",0,0,0,1
"1218",1218,"4","0to10",1,0,0,0
"1219",1219,"NA","NA",0,0,0,1
"1220",1220,"1","0to10",1,0,0,0
"1221",1221,"NA","NA",0,0,0,1
"1222",1222,"12","10to100",0,1,0,0
"1223",1223,"NA","NA",0,0,0,1
"1224",1224,"6","0to10",1,0,0,0
"1225",1225,"NA","NA",0,0,0,1
"1226",1226,"1","0to10",1,0,0,0
"1227",1227,"NA","NA",0,0,0,1
"1228",1228,"NA","NA",0,0,0,1
"1229",1229,"1","0to10",1,0,0,0
"1230",1230,"NA","NA",0,0,0,1
"1231",1231,"NA","NA",0,0,0,1
"1232",1232,"1","0to10",1,0,0,0
"1233",1233,"1","0to10",1,0,0,0
"1234",1234,"3","0to10",1,0,0,0
"1235",1235,"2","0to10",1,0,0,0
"1236",1236,"NA","NA",0,0,0,1
"1237",1237,"NA","NA",0,0,0,1
"1238",1238,"NA","NA",0,0,0,1
"1239",1239,"14","10to100",0,1,0,0
"1240",1240,"1","0to10",1,0,0,0
"1241",1241,"NA","NA",0,0,0,1
"1242",1242,"1","0to10",1,0,0,0
"1243",1243,"9","0to10",1,0,0,0
"1244",1244,"6","0to10",1,0,0,0
"1245",1245,"NA","NA",0,0,0,1
"1246",1246,"NA","NA",0,0,0,1
"1247",1247,"4","0to10",1,0,0,0
"1248",1248,"NA","NA",0,0,0,1
"1249",1249,"NA","NA",0,0,0,1
"1250",1250,"2","0to10",1,0,0,0
"1251",1251,"1","0to10",1,0,0,0
"1252",1252,"NA","NA",0,0,0,1
"1253",1253,"NA","NA",0,0,0,1
"1254",1254,"5","0to10",1,0,0,0
"1255",1255,"NA","NA",0,0,0,1
"1256",1256,"NA","NA",0,0,0,1
"1257",1257,"11","10to100",0,1,0,0
"1258",1258,"NA","NA",0,0,0,1
"1259",1259,"NA","NA",0,0,0,1
"1260",1260,"NA","NA",0,0,0,1
"1261",1261,"NA","NA",0,0,0,1
"1262",1262,"5","0to10",1,0,0,0
"1263",1263,"7","0to10",1,0,0,0
"1264",1264,"1","0to10",1,0,0,0
"1265",1265,"NA","NA",0,0,0,1
"1266",1266,"4","0to10",1,0,0,0
"1267",1267,"1","0to10",1,0,0,0
"1268",1268,"0","0to10",1,0,0,0
"1269",1269,"5","0to10",1,0,0,0
"1270",1270,"24","10to100",0,1,0,0
"1271",1271,"NA","NA",0,0,0,1
"1272",1272,"3","0to10",1,0,0,0
"1273",1273,"2","0to10",1,0,0,0
"1274",1274,"1","0to10",1,0,0,0
"1275",1275,"2","0to10",1,0,0,0
"1276",1276,"6","0to10",1,0,0,0
"1277",1277,"NA","NA",0,0,0,1
"1278",1278,"2","0to10",1,0,0,0
"1279",1279,"1","0to10",1,0,0,0
"1280",1280,"18","10to100",0,1,0,0
"1281",1281,"NA","NA",0,0,0,1
"1282",1282,"2","0to10",1,0,0,0
"1283",1283,"8","0to10",1,0,0,0
"1284",1284,"1","0to10",1,0,0,0
"1285",1285,"3","0to10",1,0,0,0
"1286",1286,"NA","NA",0,0,0,1
"1287",1287,"22","10to100",0,1,0,0
"1288",1288,"1","0to10",1,0,0,0
"1289",1289,"NA","NA",0,0,0,1
"1290",1290,"1","0to10",1,0,0,0
"1291",1291,"NA","NA",0,0,0,1
"1292",1292,"NA","NA",0,0,0,1
"1293",1293,"NA","NA",0,0,0,1
"1294",1294,"NA","NA",0,0,0,1
"1295",1295,"5","0to10",1,0,0,0
"1296",1296,"NA","NA",0,0,0,1
"1297",1297,"NA","NA",0,0,0,1
"1298",1298,"9","0to10",1,0,0,0
"1299",1299,"NA","NA",0,0,0,1
"1300",1300,"1","0to10",1,0,0,0
"1301",1301,"1","0to10",1,0,0,0
"1302",1302,"1","0to10",1,0,0,0
"1303",1303,"3","0to10",1,0,0,0
"1304",1304,"8","0to10",1,0,0,0
"1305",1305,"NA","NA",0,0,0,1
"1306",1306,"NA","NA",0,0,0,1
"1307",1307,"3","0to10",1,0,0,0
"1308",1308,"1","0to10",1,0,0,0
"1309",1309,"NA","NA",0,0,0,1
"1310",1310,"1","0to10",1,0,0,0
"1311",1311,"5","0to10",1,0,0,0
"1312",1312,"2","0to10",1,0,0,0
"1313",1313,"35","10to100",0,1,0,0
"1314",1314,"NA","NA",0,0,0,1
"1315",1315,"NA","NA",0,0,0,1
"1316",1316,"NA","NA",0,0,0,1
"1317",1317,"5","0to10",1,0,0,0
"1318",1318,"NA","NA",0,0,0,1
"1319",1319,"NA","NA",0,0,0,1
"1320",1320,"0","0to10",1,0,0,0
"1321",1321,"NA","NA",0,0,0,1
"1322",1322,"9","0to10",1,0,0,0
"1323",1323,"NA","NA",0,0,0,1
"1324",1324,"NA","NA",0,0,0,1
"1325",1325,"NA","NA",0,0,0,1
"1326",1326,"1","0to10",1,0,0,0
"1327",1327,"4","0to10",1,0,0,0
"1328",1328,"14","10to100",0,1,0,0
"1329",1329,"2","0to10",1,0,0,0
"1330",1330,"NA","NA",0,0,0,1
"1331",1331,"NA","NA",0,0,0,1
"1332",1332,"NA","NA",0,0,0,1
"1333",1333,"NA","NA",0,0,0,1
"1334",1334,"3","0to10",1,0,0,0
"1335",1335,"NA","NA",0,0,0,1
"1336",1336,"NA","NA",0,0,0,1
"1337",1337,"1","0to10",1,0,0,0
"1338",1338,"NA","NA",0,0,0,1
"1339",1339,"0","0to10",1,0,0,0
"1340",1340,"2","0to10",1,0,0,0
"1341",1341,"NA","NA",0,0,0,1
"1342",1342,"NA","NA",0,0,0,1
"1343",1343,"NA","NA",0,0,0,1
"1344",1344,"NA","NA",0,0,0,1
"1345",1345,"NA","NA",0,0,0,1
"1346",1346,"NA","NA",0,0,0,1
"1347",1347,"NA","NA",0,0,0,1
"1348",1348,"NA","NA",0,0,0,1
"1349",1349,"NA","NA",0,0,0,1
"1350",1350,"5","0to10",1,0,0,0
"1351",1351,"NA","NA",0,0,0,1
"1352",1352,"NA","NA",0,0,0,1
"1353",1353,"1","0to10",1,0,0,0
"1354",1354,"1","0to10",1,0,0,0
"1355",1355,"4","0to10",1,0,0,0
"1356",1356,"NA","NA",0,0,0,1
"1357",1357,"3","0to10",1,0,0,0
"1358",1358,"2","0to10",1,0,0,0
"1359",1359,"NA","NA",0,0,0,1
"1360",1360,"NA","NA",0,0,0,1
"1361",1361,"0","0to10",1,0,0,0
"1362",1362,"NA","NA",0,0,0,1
"1363",1363,"1","0to10",1,0,0,0
"1364",1364,"NA","NA",0,0,0,1
"1365",1365,"3","0to10",1,0,0,0
"1366",1366,"NA","NA",0,0,0,1
"1367",1367,"NA","NA",0,0,0,1
"1368",1368,"3","0to10",1,0,0,0
"1369",1369,"NA","NA",0,0,0,1
"1370",1370,"NA","NA",0,0,0,1
"1371",1371,"1","0to10",1,0,0,0
"1372",1372,"NA","NA",0,0,0,1
"1373",1373,"7","0to10",1,0,0,0
"1374",1374,"1","0to10",1,0,0,0
"1375",1375,"5","0to10",1,0,0,0
"1376",1376,"NA","NA",0,0,0,1
"1377",1377,"5","0to10",1,0,0,0
"1378",1378,"NA","NA",0,0,0,1
"1379",1379,"6","0to10",1,0,0,0
"1380",1380,"NA","NA",0,0,0,1
"1381",1381,"1","0to10",1,0,0,0
"1382",1382,"NA","NA",0,0,0,1
"1383",1383,"4","0to10",1,0,0,0
"1384",1384,"2","0to10",1,0,0,0
"1385",1385,"NA","NA",0,0,0,1
"1386",1386,"NA","NA",0,0,0,1
"1387",1387,"2","0to10",1,0,0,0
"1388",1388,"NA","NA",0,0,0,1
"1389",1389,"NA","NA",0,0,0,1
"1390",1390,"NA","NA",0,0,0,1
"1391",1391,"4","0to10",1,0,0,0
"1392",1392,"1","0to10",1,0,0,0
"1393",1393,"4","0to10",1,0,0,0
"1394",1394,"4","0to10",1,0,0,0
"1395",1395,"1","0to10",1,0,0,0
"1396",1396,"0","0to10",1,0,0,0
"1397",1397,"45","10to100",0,1,0,0
"1398",1398,"NA","NA",0,0,0,1
"1399",1399,"NA","NA",0,0,0,1
"1400",1400,"1","0to10",1,0,0,0
"1401",1401,"3","0to10",1,0,0,0
"1402",1402,"NA","NA",0,0,0,1
"1403",1403,"NA","NA",0,0,0,1
"1404",1404,"4","0to10",1,0,0,0
"1405",1405,"4","0to10",1,0,0,0
"1406",1406,"NA","NA",0,0,0,1
"1407",1407,"NA","NA",0,0,0,1
"1408",1408,"1","0to10",1,0,0,0
"1409",1409,"NA","NA",0,0,0,1
"1410",1410,"1","0to10",1,0,0,0
"1411",1411,"1","0to10",1,0,0,0
"1412",1412,"0","0to10",1,0,0,0
"1413",1413,"NA","NA",0,0,0,1
"1414",1414,"1","0to10",1,0,0,0
"1415",1415,"8","0to10",1,0,0,0
"1416",1416,"19","10to100",0,1,0,0
"1417",1417,"NA","NA",0,0,0,1
"1418",1418,"536","100+",0,0,1,0
"1419",1419,"1","0to10",1,0,0,0
"1420",1420,"NA","NA",0,0,0,1
"1421",1421,"NA","NA",0,0,0,1
"1422",1422,"NA","NA",0,0,0,1
"1423",1423,"NA","NA",0,0,0,1
"1424",1424,"2","0to10",1,0,0,0
"1425",1425,"1","0to10",1,0,0,0
"1426",1426,"NA","NA",0,0,0,1
"1427",1427,"NA","NA",0,0,0,1
"1428",1428,"1","0to10",1,0,0,0
"1429",1429,"NA","NA",0,0,0,1
"1430",1430,"NA","NA",0,0,0,1
"1431",1431,"1","0to10",1,0,0,0
"1432",1432,"NA","NA",0,0,0,1
"1433",1433,"0","0to10",1,0,0,0
"1434",1434,"NA","NA",0,0,0,1
"1435",1435,"NA","NA",0,0,0,1
"1436",1436,"NA","NA",0,0,0,1
"1437",1437,"NA","NA",0,0,0,1
"1438",1438,"NA","NA",0,0,0,1
"1439",1439,"72","10to100",0,1,0,0
"1440",1440,"NA","NA",0,0,0,1
"1441",1441,"NA","NA",0,0,0,1
"1442",1442,"1","0to10",1,0,0,0
"1443",1443,"1","0to10",1,0,0,0
"1444",1444,"2","0to10",1,0,0,0
"1445",1445,"2","0to10",1,0,0,0
"1446",1446,"NA","NA",0,0,0,1
"1447",1447,"4","0to10",1,0,0,0
"1448",1448,"2","0to10",1,0,0,0
"1449",1449,"NA","NA",0,0,0,1
"1450",1450,"5","0to10",1,0,0,0
"1451",1451,"NA","NA",0,0,0,1
"1452",1452,"3","0to10",1,0,0,0
"1453",1453,"62","10to100",0,1,0,0
"1454",1454,"NA","NA",0,0,0,1
"1455",1455,"10","0to10",1,0,0,0
"1456",1456,"1","0to10",1,0,0,0
"1457",1457,"NA","NA",0,0,0,1
"1458",1458,"1","0to10",1,0,0,0
"1459",1459,"0","0to10",1,0,0,0
"1460",1460,"0","0to10",1,0,0,0
"1461",1461,"4","0to10",1,0,0,0
"1462",1462,"1","0to10",1,0,0,0
"1463",1463,"21","10to100",0,1,0,0
"1464",1464,"1","0to10",1,0,0,0
"1465",1465,"NA","NA",0,0,0,1
"1466",1466,"NA","NA",0,0,0,1
"1467",1467,"4","0to10",1,0,0,0
"1468",1468,"1","0to10",1,0,0,0
"1469",1469,"NA","NA",0,0,0,1
"1470",1470,"1","0to10",1,0,0,0
"1471",1471,"NA","NA",0,0,0,1
"1472",1472,"NA","NA",0,0,0,1
"1473",1473,"NA","NA",0,0,0,1
"1474",1474,"8","0to10",1,0,0,0
"1475",1475,"NA","NA",0,0,0,1
"1476",1476,"2","0to10",1,0,0,0
"1477",1477,"2","0to10",1,0,0,0
"1478",1478,"NA","NA",0,0,0,1
"1479",1479,"NA","NA",0,0,0,1
"1480",1480,"29","10to100",0,1,0,0
"1481",1481,"NA","NA",0,0,0,1
"1482",1482,"NA","NA",0,0,0,1
"1483",1483,"NA","NA",0,0,0,1
"1484",1484,"NA","NA",0,0,0,1
"1485",1485,"13","10to100",0,1,0,0
"1486",1486,"2","0to10",1,0,0,0
"1487",1487,"3","0to10",1,0,0,0
"1488",1488,"NA","NA",0,0,0,1
"1489",1489,"1","0to10",1,0,0,0
"1490",1490,"NA","NA",0,0,0,1
"1491",1491,"NA","NA",0,0,0,1
"1492",1492,"4","0to10",1,0,0,0
"1493",1493,"NA","NA",0,0,0,1
"1494",1494,"NA","NA",0,0,0,1
"1495",1495,"NA","NA",0,0,0,1
"1496",1496,"2","0to10",1,0,0,0
"1497",1497,"3","0to10",1,0,0,0
"1498",1498,"NA","NA",0,0,0,1
"1499",1499,"NA","NA",0,0,0,1
"1500",1500,"NA","NA",0,0,0,1
"1501",1501,"1","0to10",1,0,0,0
"1502",1502,"0","0to10",1,0,0,0
"1503",1503,"0","0to10",1,0,0,0
"1504",1504,"1","0to10",1,0,0,0
"1505",1505,"1","0to10",1,0,0,0
"1506",1506,"NA","NA",0,0,0,1
"1507",1507,"5","0to10",1,0,0,0
"1508",1508,"NA","NA",0,0,0,1
"1509",1509,"NA","NA",0,0,0,1
"1510",1510,"NA","NA",0,0,0,1
"1511",1511,"3","0to10",1,0,0,0
"1512",1512,"NA","NA",0,0,0,1
"1513",1513,"NA","NA",0,0,0,1
"1514",1514,"12","10to100",0,1,0,0
"1515",1515,"NA","NA",0,0,0,1
"1516",1516,"NA","NA",0,0,0,1
"1517",1517,"1","0to10",1,0,0,0
"1518",1518,"5","0to10",1,0,0,0
"1519",1519,"1","0to10",1,0,0,0
"1520",1520,"5","0to10",1,0,0,0
"1521",1521,"NA","NA",0,0,0,1
"1522",1522,"NA","NA",0,0,0,1
"1523",1523,"NA","NA",0,0,0,1
"1524",1524,"NA","NA",0,0,0,1
"1525",1525,"NA","NA",0,0,0,1
"1526",1526,"1","0to10",1,0,0,0
"1527",1527,"14","10to100",0,1,0,0
"1528",1528,"0","0to10",1,0,0,0
"1529",1529,"0","0to10",1,0,0,0
"1530",1530,"NA","NA",0,0,0,1
"1531",1531,"460","100+",0,0,1,0
"1532",1532,"NA","NA",0,0,0,1
"1533",1533,"NA","NA",0,0,0,1
"1534",1534,"NA","NA",0,0,0,1
"1535",1535,"3","0to10",1,0,0,0
"1536",1536,"NA","NA",0,0,0,1
"1537",1537,"NA","NA",0,0,0,1
"1538",1538,"2","0to10",1,0,0,0
"1539",1539,"NA","NA",0,0,0,1
"1540",1540,"5","0to10",1,0,0,0
"1541",1541,"0","0to10",1,0,0,0
"1542",1542,"2","0to10",1,0,0,0
"1543",1543,"NA","NA",0,0,0,1
"1544",1544,"0","0to10",1,0,0,0
"1545",1545,"9","0to10",1,0,0,0
"1546",1546,"NA","NA",0,0,0,1
"1547",1547,"10","0to10",1,0,0,0
"1548",1548,"NA","NA",0,0,0,1
"1549",1549,"2","0to10",1,0,0,0
"1550",1550,"NA","NA",0,0,0,1
"1551",1551,"NA","NA",0,0,0,1
"1552",1552,"1","0to10",1,0,0,0
"1553",1553,"NA","NA",0,0,0,1
"1554",1554,"1","0to10",1,0,0,0
"1555",1555,"NA","NA",0,0,0,1
"1556",1556,"1","0to10",1,0,0,0
"1557",1557,"11","10to100",0,1,0,0
"1558",1558,"1","0to10",1,0,0,0
"1559",1559,"3","0to10",1,0,0,0
"1560",1560,"2","0to10",1,0,0,0
"1561",1561,"NA","NA",0,0,0,1
"1562",1562,"NA","NA",0,0,0,1
"1563",1563,"1","0to10",1,0,0,0
"1564",1564,"3","0to10",1,0,0,0
"1565",1565,"0","0to10",1,0,0,0
"1566",1566,"NA","NA",0,0,0,1
"1567",1567,"NA","NA",0,0,0,1
"1568",1568,"2","0to10",1,0,0,0
"1569",1569,"1","0to10",1,0,0,0
"1570",1570,"NA","NA",0,0,0,1
"1571",1571,"NA","NA",0,0,0,1
"1572",1572,"NA","NA",0,0,0,1
"1573",1573,"3","0to10",1,0,0,0
"1574",1574,"1","0to10",1,0,0,0
"1575",1575,"0","0to10",1,0,0,0
"1576",1576,"10","0to10",1,0,0,0
"1577",1577,"1","0to10",1,0,0,0
"1578",1578,"7","0to10",1,0,0,0
"1579",1579,"NA","NA",0,0,0,1
"1580",1580,"NA","NA",0,0,0,1
"1581",1581,"NA","NA",0,0,0,1
"1582",1582,"5","0to10",1,0,0,0
"1583",1583,"NA","NA",0,0,0,1
"1584",1584,"2","0to10",1,0,0,0
"1585",1585,"NA","NA",0,0,0,1
"1586",1586,"NA","NA",0,0,0,1
"1587",1587,"NA","NA",0,0,0,1
"1588",1588,"NA","NA",0,0,0,1
"1589",1589,"NA","NA",0,0,0,1
"1590",1590,"2","0to10",1,0,0,0
"1591",1591,"NA","NA",0,0,0,1
"1592",1592,"16","10to100",0,1,0,0
"1593",1593,"14","10to100",0,1,0,0
"1594",1594,"12","10to100",0,1,0,0
"1595",1595,"2","0to10",1,0,0,0
"1596",1596,"2","0to10",1,0,0,0
"1597",1597,"2","0to10",1,0,0,0
"1598",1598,"NA","NA",0,0,0,1
"1599",1599,"12","10to100",0,1,0,0
"1600",1600,"5","0to10",1,0,0,0
"1601",1601,"1","0to10",1,0,0,0
"1602",1602,"NA","NA",0,0,0,1
"1603",1603,"5","0to10",1,0,0,0
"1604",1604,"2","0to10",1,0,0,0
"1605",1605,"2","0to10",1,0,0,0
"1606",1606,"NA","NA",0,0,0,1
"1607",1607,"NA","NA",0,0,0,1
"1608",1608,"NA","NA",0,0,0,1
"1609",1609,"11","10to100",0,1,0,0
"1610",1610,"1","0to10",1,0,0,0
"1611",1611,"NA","NA",0,0,0,1
"1612",1612,"NA","NA",0,0,0,1
"1613",1613,"NA","NA",0,0,0,1
"1614",1614,"NA","NA",0,0,0,1
"1615",1615,"71","10to100",0,1,0,0
"1616",1616,"12","10to100",0,1,0,0
"1617",1617,"1","0to10",1,0,0,0
"1618",1618,"94","10to100",0,1,0,0
"1619",1619,"NA","NA",0,0,0,1
"1620",1620,"0","0to10",1,0,0,0
"1621",1621,"NA","NA",0,0,0,1
"1622",1622,"1","0to10",1,0,0,0
"1623",1623,"NA","NA",0,0,0,1
"1624",1624,"2","0to10",1,0,0,0
"1625",1625,"1","0to10",1,0,0,0
"1626",1626,"NA","NA",0,0,0,1
"1627",1627,"NA","NA",0,0,0,1
"1628",1628,"3","0to10",1,0,0,0
"1629",1629,"2","0to10",1,0,0,0
"1630",1630,"3","0to10",1,0,0,0
"1631",1631,"NA","NA",0,0,0,1
"1632",1632,"3,651","NA",0,0,0,1
"1633",1633,"NA","NA",0,0,0,1
"1634",1634,"NA","NA",0,0,0,1
"1635",1635,"4","0to10",1,0,0,0
"1636",1636,"NA","NA",0,0,0,1
"1637",1637,"3","0to10",1,0,0,0
"1638",1638,"NA","NA",0,0,0,1
"1639",1639,"NA","NA",0,0,0,1
"1640",1640,"NA","NA",0,0,0,1
"1641",1641,"NA","NA",0,0,0,1
"1642",1642,"NA","NA",0,0,0,1
"1643",1643,"7","0to10",1,0,0,0
"1644",1644,"9","0to10",1,0,0,0
"1645",1645,"NA","NA",0,0,0,1
"1646",1646,"NA","NA",0,0,0,1
"1647",1647,"3","0to10",1,0,0,0
"1648",1648,"NA","NA",0,0,0,1
"1649",1649,"1","0to10",1,0,0,0
"1650",1650,"4","0to10",1,0,0,0
"1651",1651,"3","0to10",1,0,0,0
"1652",1652,"2","0to10",1,0,0,0
"1653",1653,"NA","NA",0,0,0,1
"1654",1654,"NA","NA",0,0,0,1
"1655",1655,"NA","NA",0,0,0,1
"1656",1656,"NA","NA",0,0,0,1
"1657",1657,"NA","NA",0,0,0,1
"1658",1658,"NA","NA",0,0,0,1
"1659",1659,"2","0to10",1,0,0,0
"1660",1660,"8","0to10",1,0,0,0
"1661",1661,"46","10to100",0,1,0,0
"1662",1662,"0","0to10",1,0,0,0
"1663",1663,"NA","NA",0,0,0,1
"1664",1664,"5","0to10",1,0,0,0
"1665",1665,"0","0to10",1,0,0,0
"1666",1666,"NA","NA",0,0,0,1
"1667",1667,"44","10to100",0,1,0,0
"1668",1668,"NA","NA",0,0,0,1
"1669",1669,"NA","NA",0,0,0,1
"1670",1670,"1","0to10",1,0,0,0
"1671",1671,"0","0to10",1,0,0,0
"1672",1672,"10","0to10",1,0,0,0
"1673",1673,"2","0to10",1,0,0,0
"1674",1674,"1","0to10",1,0,0,0
"1675",1675,"NA","NA",0,0,0,1
"1676",1676,"NA","NA",0,0,0,1
"1677",1677,"NA","NA",0,0,0,1
"1678",1678,"NA","NA",0,0,0,1
"1679",1679,"NA","NA",0,0,0,1
"1680",1680,"NA","NA",0,0,0,1
"1681",1681,"4","0to10",1,0,0,0
"1682",1682,"NA","NA",0,0,0,1
"1683",1683,"NA","NA",0,0,0,1
"1684",1684,"NA","NA",0,0,0,1
"1685",1685,"1","0to10",1,0,0,0
"1686",1686,"NA","NA",0,0,0,1
"1687",1687,"NA","NA",0,0,0,1
"1688",1688,"46","10to100",0,1,0,0
"1689",1689,"8","0to10",1,0,0,0
"1690",1690,"NA","NA",0,0,0,1
"1691",1691,"1","0to10",1,0,0,0
"1692",1692,"NA","NA",0,0,0,1
"1693",1693,"NA","NA",0,0,0,1
"1694",1694,"NA","NA",0,0,0,1
"1695",1695,"1","0to10",1,0,0,0
"1696",1696,"NA","NA",0,0,0,1
"1697",1697,"NA","NA",0,0,0,1
"1698",1698,"NA","NA",0,0,0,1
"1699",1699,"NA","NA",0,0,0,1
"1700",1700,"42","10to100",0,1,0,0
"1701",1701,"NA","NA",0,0,0,1
"1702",1702,"NA","NA",0,0,0,1
"1703",1703,"NA","NA",0,0,0,1
"1704",1704,"NA","NA",0,0,0,1
"1705",1705,"NA","NA",0,0,0,1
"1706",1706,"NA","NA",0,0,0,1
"1707",1707,"11","10to100",0,1,0,0
"1708",1708,"0","0to10",1,0,0,0
"1709",1709,"NA","NA",0,0,0,1
"1710",1710,"NA","NA",0,0,0,1
"1711",1711,"NA","NA",0,0,0,1
"1712",1712,"NA","NA",0,0,0,1
"1713",1713,"NA","NA",0,0,0,1
"1714",1714,"4","0to10",1,0,0,0
"1715",1715,"11","10to100",0,1,0,0
"1716",1716,"NA","NA",0,0,0,1
"1717",1717,"NA","NA",0,0,0,1
"1718",1718,"NA","NA",0,0,0,1
"1719",1719,"1","0to10",1,0,0,0
"1720",1720,"2","0to10",1,0,0,0
"1721",1721,"1","0to10",1,0,0,0
"1722",1722,"2","0to10",1,0,0,0
"1723",1723,"2","0to10",1,0,0,0
"1724",1724,"NA","NA",0,0,0,1
"1725",1725,"1","0to10",1,0,0,0
"1726",1726,"NA","NA",0,0,0,1
"1727",1727,"1","0to10",1,0,0,0
"1728",1728,"4","0to10",1,0,0,0
"1729",1729,"1","0to10",1,0,0,0
"1730",1730,"NA","NA",0,0,0,1
"1731",1731,"1","0to10",1,0,0,0
"1732",1732,"NA","NA",0,0,0,1
"1733",1733,"NA","NA",0,0,0,1
"1734",1734,"NA","NA",0,0,0,1
"1735",1735,"NA","NA",0,0,0,1
"1736",1736,"NA","NA",0,0,0,1
"1737",1737,"NA","NA",0,0,0,1
